id,task_id,node_id,original_reported_date,node_age,node_type,task_type,outcome
6168,TASK5340,NODE494,2020-05-20 00:00:00,3,TYPE1,TASK2,SUCCESS
6169,TASK4369,NODE273,2020-05-24 00:00:00,18,TYPE2,TASK6,SUCCESS
6170,TASK3912,NODE50,2020-05-11 00:00:00,12,TYPE4,TASK4,SUCCESS
6171,TASK3865,NODE380,2020-05-15 00:00:00,7,TYPE3,TASK3,SUCCESS
6172,TASK3758,NODE337,2020-05-15 00:00:00,18,TYPE1,TASK1,SUCCESS
6173,TASK3731,NODE190,2020-05-16 00:00:00,14,TYPE4,TASK4,SUCCESS
6174,TASK3540,NODE458,2020-05-14 00:00:00,1,TYPE5,TASK2,SUCCESS
6175,TASK2804,NODE234,2020-05-17 00:00:00,9,TYPE3,TASK8,SUCCESS
6176,TASK2689,NODE99,2020-05-07 00:00:00,17,TYPE3,TASK4,SUCCESS
6177,TASK2582,NODE376,2020-05-11 00:00:00,11,TYPE5,TASK2,SUCCESS
6178,TASK2559,NODE478,2020-05-22 00:00:00,2,TYPE4,TASK8,SUCCESS
6179,TASK2508,NODE27,2020-05-20 00:00:00,11,TYPE5,TASK8,SUCCESS
6180,TASK2317,NODE304,2020-05-21 00:00:00,4,TYPE1,TASK6,SUCCESS
6181,TASK1921,NODE118,2020-05-23 00:00:00,2,TYPE4,TASK2,SUCCESS
6182,TASK1912,NODE492,2020-05-09 00:00:00,18,TYPE5,TASK6,SUCCESS
6183,TASK1749,NODE303,2020-05-15 00:00:00,8,TYPE4,TASK7,SUCCESS
6184,TASK1704,NODE228,2020-05-15 00:00:00,20,TYPE4,TASK1,SUCCESS
6185,TASK1627,NODE413,2020-05-11 00:00:00,8,TYPE5,TASK1,SUCCESS
6186,TASK149,NODE83,2020-05-17 00:00:00,16,TYPE3,TASK5,SUCCESS
6187,TASK135,NODE9,2020-05-17 00:00:00,17,TYPE3,TASK8,SUCCESS
6188,TASK9906,NODE423,2020-05-20 00:00:00,10,TYPE1,TASK9,SUCCESS
6189,TASK954,NODE278,2020-05-20 00:00:00,7,TYPE3,TASK2,SUCCESS
6190,TASK8920,NODE368,2020-05-21 00:00:00,15,TYPE1,TASK7,SUCCESS
6191,TASK8823,NODE179,2020-05-15 00:00:00,0,TYPE3,TASK6,SUCCESS
6192,TASK852,NODE111,2020-05-10 00:00:00,15,TYPE4,TASK7,SUCCESS
6193,TASK81,NODE164,2020-05-22 00:00:00,6,TYPE5,TASK2,SUCCESS
6194,TASK7720,NODE125,2020-05-15 00:00:00,3,TYPE5,TASK6,SUCCESS
6195,TASK7641,NODE324,2020-05-18 00:00:00,11,TYPE4,TASK6,SUCCESS
6196,TASK7506,NODE303,2020-05-23 00:00:00,2,TYPE3,TASK9,SUCCESS
6197,TASK7118,NODE85,2020-04-19 00:00:00,6,TYPE5,TASK7,SUCCESS
6198,TASK7048,NODE103,2020-05-16 00:00:00,14,TYPE1,TASK2,SUCCESS
6199,TASK683,NODE136,2020-05-01 00:00:00,20,TYPE2,TASK8,SUCCESS
6200,TASK6656,NODE195,2020-04-25 00:00:00,13,TYPE5,TASK3,SUCCESS
6201,TASK6460,NODE353,2020-05-21 00:00:00,1,TYPE5,TASK2,SUCCESS
6202,TASK6238,NODE427,2020-05-22 00:00:00,20,TYPE3,TASK3,SUCCESS
6203,TASK6122,NODE347,2020-05-12 00:00:00,12,TYPE3,TASK9,SUCCESS
6204,TASK5342,NODE326,2020-05-01 00:00:00,19,TYPE4,TASK8,SUCCESS
6205,TASK5131,NODE257,2020-05-22 00:00:00,0,TYPE3,TASK8,SUCCESS
6206,TASK3545,NODE288,2020-05-13 00:00:00,14,TYPE3,TASK9,SUCCESS
6207,TASK3536,NODE91,2020-05-13 00:00:00,12,TYPE5,TASK6,SUCCESS
6208,TASK3475,NODE203,2020-05-14 00:00:00,10,TYPE4,TASK2,SUCCESS
6209,TASK3006,NODE125,2020-05-13 00:00:00,13,TYPE5,TASK2,SUCCESS
6210,TASK2879,NODE131,2020-04-18 00:00:00,20,TYPE2,TASK6,SUCCESS
6211,TASK2739,NODE45,2020-05-07 00:00:00,1,TYPE1,TASK8,SUCCESS
6212,TASK2632,NODE414,2020-05-23 00:00:00,12,TYPE1,TASK1,SUCCESS
6213,TASK2537,NODE464,2020-05-23 00:00:00,12,TYPE2,TASK9,SUCCESS
6214,TASK2298,NODE139,2020-05-23 00:00:00,19,TYPE5,TASK8,SUCCESS
6215,TASK1795,NODE436,2020-05-21 00:00:00,10,TYPE4,TASK7,SUCCESS
6216,TASK1516,NODE361,2020-05-23 00:00:00,1,TYPE1,TASK6,SUCCESS
6217,TASK127,NODE386,2020-05-16 00:00:00,3,TYPE4,TASK1,SUCCESS
6218,TASK1207,NODE71,2020-05-22 00:00:00,14,TYPE4,TASK6,SUCCESS
6219,TASK1039,NODE498,2020-05-23 00:00:00,9,TYPE3,TASK5,SUCCESS
6220,TASK9985,NODE276,2020-05-15 00:00:00,5,TYPE5,TASK6,SUCCESS
6221,TASK7632,NODE326,2020-05-13 00:00:00,15,TYPE4,TASK3,SUCCESS
6222,TASK7250,NODE273,2020-05-01 00:00:00,6,TYPE1,TASK3,SUCCESS
6223,TASK6764,NODE499,2020-05-18 00:00:00,6,TYPE3,TASK4,SUCCESS
6224,TASK6615,NODE103,2020-05-18 00:00:00,10,TYPE2,TASK8,SUCCESS
6225,TASK6528,NODE360,2020-05-13 00:00:00,20,TYPE3,TASK3,SUCCESS
6226,TASK6500,NODE52,2020-05-21 00:00:00,5,TYPE5,TASK8,SUCCESS
6227,TASK6442,NODE380,2020-05-13 00:00:00,10,TYPE5,TASK7,SUCCESS
6228,TASK4900,NODE128,2020-05-20 00:00:00,6,TYPE4,TASK3,SUCCESS
6229,TASK4636,NODE214,2020-05-10 00:00:00,3,TYPE1,TASK3,SUCCESS
6230,TASK4105,NODE44,2020-04-25 00:00:00,15,TYPE4,TASK2,SUCCESS
6231,TASK3467,NODE307,2020-05-16 00:00:00,12,TYPE1,TASK4,SUCCESS
6232,TASK3314,NODE7,2020-05-13 00:00:00,6,TYPE5,TASK1,SUCCESS
6233,TASK3092,NODE58,2020-05-12 00:00:00,12,TYPE3,TASK7,SUCCESS
6234,TASK2923,NODE182,2020-05-11 00:00:00,11,TYPE1,TASK1,SUCCESS
6235,TASK2722,NODE238,2020-05-14 00:00:00,19,TYPE2,TASK9,SUCCESS
6236,TASK2414,NODE400,2020-05-13 00:00:00,4,TYPE2,TASK8,SUCCESS
6237,TASK1872,NODE423,2020-04-21 00:00:00,8,TYPE2,TASK8,SUCCESS
6238,TASK1817,NODE467,2020-05-14 00:00:00,6,TYPE3,TASK9,SUCCESS
6239,TASK1705,NODE259,2020-05-12 00:00:00,17,TYPE3,TASK1,SUCCESS
6240,TASK9879,NODE204,2020-05-15 00:00:00,10,TYPE3,TASK1,SUCCESS
6241,TASK9698,NODE481,2020-05-14 00:00:00,11,TYPE4,TASK2,SUCCESS
6242,TASK9485,NODE281,2020-05-21 00:00:00,1,TYPE1,TASK4,SUCCESS
6243,TASK9416,NODE48,2020-05-10 00:00:00,18,TYPE1,TASK9,SUCCESS
6244,TASK9138,NODE141,2020-04-24 00:00:00,9,TYPE3,TASK3,SUCCESS
6245,TASK9110,NODE104,2020-05-13 00:00:00,20,TYPE4,TASK8,SUCCESS
6246,TASK8614,NODE474,2020-05-09 00:00:00,12,TYPE4,TASK9,SUCCESS
6247,TASK8296,NODE216,2020-05-21 00:00:00,1,TYPE3,TASK8,SUCCESS
6248,TASK8166,NODE224,2020-05-08 00:00:00,17,TYPE3,TASK2,SUCCESS
6249,TASK7890,NODE473,2020-05-12 00:00:00,10,TYPE1,TASK4,SUCCESS
6250,TASK7201,NODE440,2020-05-16 00:00:00,17,TYPE4,TASK8,SUCCESS
6251,TASK6384,NODE277,2020-05-12 00:00:00,4,TYPE5,TASK8,SUCCESS
6252,TASK6344,NODE311,2020-05-13 00:00:00,14,TYPE3,TASK5,SUCCESS
6253,TASK6311,NODE392,2020-04-25 00:00:00,8,TYPE1,TASK7,SUCCESS
6254,TASK6278,NODE53,2020-05-09 00:00:00,0,TYPE3,TASK5,SUCCESS
6255,TASK6142,NODE337,2020-05-15 00:00:00,7,TYPE5,TASK5,SUCCESS
6256,TASK5965,NODE120,2020-04-23 00:00:00,13,TYPE1,TASK5,SUCCESS
6257,TASK5661,NODE485,2020-05-13 00:00:00,0,TYPE2,TASK1,SUCCESS
6258,TASK5462,NODE431,2020-05-07 00:00:00,13,TYPE2,TASK4,SUCCESS
6259,TASK5084,NODE242,2020-05-19 00:00:00,19,TYPE1,TASK3,SUCCESS
6260,TASK4789,NODE493,2020-05-15 00:00:00,8,TYPE4,TASK1,SUCCESS
6261,TASK4349,NODE73,2020-05-12 00:00:00,14,TYPE4,TASK5,SUCCESS
6262,TASK4248,NODE79,2020-05-06 00:00:00,14,TYPE4,TASK8,SUCCESS
6263,TASK40,NODE366,2020-05-03 00:00:00,3,TYPE3,TASK4,SUCCESS
6264,TASK3573,NODE359,2020-05-18 00:00:00,11,TYPE2,TASK7,SUCCESS
6265,TASK3223,NODE489,2020-05-01 00:00:00,18,TYPE4,TASK3,SUCCESS
6266,TASK2887,NODE449,2020-05-20 00:00:00,11,TYPE3,TASK5,SUCCESS
6267,TASK2090,NODE355,2020-05-20 00:00:00,13,TYPE3,TASK2,SUCCESS
6268,TASK1225,NODE441,2020-05-02 00:00:00,10,TYPE5,TASK5,SUCCESS
6269,TASK1033,NODE188,2020-05-01 00:00:00,18,TYPE2,TASK8,SUCCESS
6270,TASK1022,NODE446,2020-05-17 00:00:00,19,TYPE4,TASK2,SUCCESS
6271,TASK9952,NODE325,2020-05-11 00:00:00,5,TYPE3,TASK5,SUCCESS
6272,TASK8441,NODE263,2020-04-25 00:00:00,18,TYPE3,TASK9,SUCCESS
6273,TASK7733,NODE8,2020-05-05 00:00:00,3,TYPE1,TASK7,SUCCESS
6274,TASK6988,NODE294,2020-05-19 00:00:00,1,TYPE3,TASK1,SUCCESS
6275,TASK6883,NODE233,2020-05-18 00:00:00,11,TYPE5,TASK7,SUCCESS
6276,TASK6713,NODE48,2020-05-16 00:00:00,6,TYPE1,TASK6,SUCCESS
6277,TASK6309,NODE421,2020-05-04 00:00:00,10,TYPE1,TASK1,SUCCESS
6278,TASK6024,NODE18,2020-05-13 00:00:00,14,TYPE5,TASK4,SUCCESS
6279,TASK5966,NODE325,2020-05-20 00:00:00,5,TYPE5,TASK8,SUCCESS
6280,TASK5775,NODE53,2020-05-20 00:00:00,2,TYPE3,TASK8,SUCCESS
6281,TASK5493,NODE171,2020-05-12 00:00:00,5,TYPE4,TASK6,SUCCESS
6282,TASK5407,NODE490,2020-05-10 00:00:00,5,TYPE4,TASK4,SUCCESS
6283,TASK3854,NODE10,2020-05-07 00:00:00,10,TYPE1,TASK4,SUCCESS
6284,TASK3539,NODE281,2020-05-16 00:00:00,1,TYPE5,TASK5,SUCCESS
6285,TASK3514,NODE270,2020-05-12 00:00:00,13,TYPE5,TASK8,SUCCESS
6286,TASK3390,NODE333,2020-05-06 00:00:00,17,TYPE1,TASK5,SUCCESS
6287,TASK3045,NODE70,2020-05-08 00:00:00,7,TYPE3,TASK9,SUCCESS
6288,TASK2645,NODE134,2020-05-05 00:00:00,3,TYPE5,TASK4,SUCCESS
6289,TASK2498,NODE59,2020-05-12 00:00:00,12,TYPE3,TASK4,SUCCESS
6290,TASK2268,NODE36,2020-05-01 00:00:00,10,TYPE3,TASK1,SUCCESS
6291,TASK2023,NODE384,2020-05-08 00:00:00,6,TYPE2,TASK1,SUCCESS
6292,TASK201,NODE137,2020-05-15 00:00:00,17,TYPE2,TASK7,SUCCESS
6293,TASK1919,NODE160,2020-05-02 00:00:00,13,TYPE2,TASK8,SUCCESS
6294,TASK1800,NODE482,2020-05-13 00:00:00,9,TYPE3,TASK8,SUCCESS
6295,TASK1488,NODE202,2020-05-16 00:00:00,7,TYPE2,TASK2,SUCCESS
6296,TASK1043,NODE201,2020-05-11 00:00:00,12,TYPE5,TASK5,SUCCESS
6297,TASK9860,NODE84,2020-05-13 00:00:00,17,TYPE2,TASK9,SUCCESS
6298,TASK9584,NODE29,2020-05-14 00:00:00,14,TYPE3,TASK7,SUCCESS
6299,TASK9461,NODE394,2020-05-15 00:00:00,4,TYPE4,TASK8,SUCCESS
6300,TASK9395,NODE129,2020-05-06 00:00:00,12,TYPE2,TASK5,SUCCESS
6301,TASK9364,NODE85,2020-05-13 00:00:00,4,TYPE3,TASK8,SUCCESS
6302,TASK8927,NODE118,2020-05-14 00:00:00,3,TYPE4,TASK1,SUCCESS
6303,TASK8884,NODE483,2020-05-09 00:00:00,14,TYPE1,TASK4,SUCCESS
6304,TASK8806,NODE93,2020-05-18 00:00:00,6,TYPE4,TASK3,SUCCESS
6305,TASK6949,NODE177,2020-05-16 00:00:00,12,TYPE4,TASK8,SUCCESS
6306,TASK6865,NODE256,2020-05-15 00:00:00,11,TYPE4,TASK8,SUCCESS
6307,TASK6185,NODE353,2020-05-16 00:00:00,14,TYPE1,TASK4,SUCCESS
6308,TASK6184,NODE378,2020-05-13 00:00:00,0,TYPE3,TASK4,SUCCESS
6309,TASK6072,NODE116,2020-05-19 00:00:00,17,TYPE1,TASK9,SUCCESS
6310,TASK6058,NODE490,2020-05-18 00:00:00,5,TYPE4,TASK3,SUCCESS
6311,TASK5217,NODE491,2020-05-15 00:00:00,11,TYPE4,TASK2,SUCCESS
6312,TASK5188,NODE57,2020-05-12 00:00:00,17,TYPE5,TASK2,SUCCESS
6313,TASK5061,NODE498,2020-05-10 00:00:00,4,TYPE5,TASK8,SUCCESS
6314,TASK5016,NODE98,2020-05-04 00:00:00,18,TYPE4,TASK3,SUCCESS
6315,TASK4745,NODE292,2020-05-19 00:00:00,8,TYPE4,TASK2,SUCCESS
6316,TASK4532,NODE138,2020-05-03 00:00:00,18,TYPE5,TASK6,SUCCESS
6317,TASK4497,NODE7,2020-05-10 00:00:00,12,TYPE4,TASK6,SUCCESS
6318,TASK4470,NODE150,2020-05-09 00:00:00,4,TYPE5,TASK5,SUCCESS
6319,TASK436,NODE409,2020-05-19 00:00:00,0,TYPE1,TASK5,SUCCESS
6320,TASK4362,NODE436,2020-05-14 00:00:00,13,TYPE1,TASK5,SUCCESS
6321,TASK4316,NODE215,2020-05-07 00:00:00,12,TYPE5,TASK5,SUCCESS
6322,TASK4134,NODE419,2020-05-16 00:00:00,12,TYPE2,TASK4,SUCCESS
6323,TASK3823,NODE382,2020-05-08 00:00:00,3,TYPE2,TASK7,SUCCESS
6324,TASK3493,NODE198,2020-05-07 00:00:00,0,TYPE5,TASK1,SUCCESS
6325,TASK3430,NODE278,2020-05-15 00:00:00,16,TYPE4,TASK4,SUCCESS
6326,TASK281,NODE85,2020-05-15 00:00:00,10,TYPE5,TASK3,SUCCESS
6327,TASK2542,NODE482,2020-05-11 00:00:00,5,TYPE1,TASK2,SUCCESS
6328,TASK214,NODE393,2020-05-19 00:00:00,15,TYPE2,TASK8,SUCCESS
6329,TASK198,NODE115,2020-05-08 00:00:00,20,TYPE3,TASK5,SUCCESS
6330,TASK1690,NODE300,2020-05-05 00:00:00,14,TYPE4,TASK6,SUCCESS
6331,TASK1209,NODE192,2020-05-02 00:00:00,13,TYPE3,TASK5,SUCCESS
6332,TASK9806,NODE229,2020-05-17 00:00:00,4,TYPE3,TASK3,SUCCESS
6333,TASK9668,NODE6,2020-05-09 00:00:00,8,TYPE1,TASK5,SUCCESS
6334,TASK9636,NODE70,2020-04-21 00:00:00,13,TYPE2,TASK8,SUCCESS
6335,TASK9634,NODE144,2020-05-17 00:00:00,9,TYPE5,TASK8,SUCCESS
6336,TASK9435,NODE237,2020-05-08 00:00:00,9,TYPE4,TASK7,SUCCESS
6337,TASK8517,NODE345,2020-05-03 00:00:00,9,TYPE4,TASK9,SUCCESS
6338,TASK8012,NODE183,2020-05-07 00:00:00,10,TYPE4,TASK5,SUCCESS
6339,TASK7577,NODE339,2020-05-10 00:00:00,19,TYPE4,TASK9,SUCCESS
6340,TASK7127,NODE374,2020-05-12 00:00:00,4,TYPE5,TASK6,SUCCESS
6341,TASK6655,NODE2,2020-04-24 00:00:00,7,TYPE1,TASK5,SUCCESS
6342,TASK6566,NODE479,2020-05-07 00:00:00,8,TYPE3,TASK9,SUCCESS
6343,TASK5878,NODE94,2020-05-09 00:00:00,15,TYPE4,TASK3,SUCCESS
6344,TASK5859,NODE244,2020-05-09 00:00:00,5,TYPE4,TASK4,SUCCESS
6345,TASK5811,NODE122,2020-05-12 00:00:00,20,TYPE3,TASK8,SUCCESS
6346,TASK5684,NODE158,2020-05-14 00:00:00,7,TYPE4,TASK5,SUCCESS
6347,TASK5681,NODE356,2020-05-11 00:00:00,19,TYPE3,TASK9,SUCCESS
6348,TASK5651,NODE213,2020-05-05 00:00:00,9,TYPE1,TASK1,SUCCESS
6349,TASK5466,NODE385,2020-05-11 00:00:00,19,TYPE5,TASK1,SUCCESS
6350,TASK5429,NODE410,2020-05-13 00:00:00,20,TYPE2,TASK8,SUCCESS
6351,TASK5056,NODE62,2020-05-13 00:00:00,3,TYPE3,TASK8,SUCCESS
6352,TASK5008,NODE378,2020-05-11 00:00:00,0,TYPE5,TASK8,SUCCESS
6353,TASK4968,NODE423,2020-05-07 00:00:00,19,TYPE3,TASK7,SUCCESS
6354,TASK4602,NODE289,2020-05-09 00:00:00,16,TYPE5,TASK1,SUCCESS
6355,TASK4276,NODE414,2020-05-07 00:00:00,7,TYPE3,TASK1,SUCCESS
6356,TASK4232,NODE244,2020-05-13 00:00:00,8,TYPE2,TASK9,SUCCESS
6357,TASK4149,NODE328,2020-05-10 00:00:00,4,TYPE5,TASK7,SUCCESS
6358,TASK3955,NODE378,2020-05-10 00:00:00,17,TYPE5,TASK2,SUCCESS
6359,TASK3595,NODE243,2020-04-20 00:00:00,0,TYPE5,TASK1,SUCCESS
6360,TASK3289,NODE186,2020-05-17 00:00:00,19,TYPE2,TASK5,SUCCESS
6361,TASK3221,NODE364,2020-05-08 00:00:00,4,TYPE1,TASK6,SUCCESS
6362,TASK2962,NODE101,2020-05-15 00:00:00,12,TYPE3,TASK2,SUCCESS
6363,TASK2894,NODE189,2020-05-03 00:00:00,15,TYPE5,TASK7,SUCCESS
6364,TASK255,NODE429,2020-04-16 00:00:00,16,TYPE2,TASK4,SUCCESS
6365,TASK200,NODE470,2020-05-16 00:00:00,8,TYPE4,TASK9,SUCCESS
6366,TASK169,NODE306,2020-05-04 00:00:00,9,TYPE1,TASK3,SUCCESS
6367,TASK1338,NODE113,2020-05-16 00:00:00,10,TYPE5,TASK2,SUCCESS
6368,TASK1233,NODE226,2020-05-09 00:00:00,13,TYPE1,TASK6,SUCCESS
6369,TASK1140,NODE163,2020-05-13 00:00:00,7,TYPE2,TASK4,SUCCESS
6370,TASK1049,NODE288,2020-05-13 00:00:00,19,TYPE4,TASK3,SUCCESS
6371,TASK9745,NODE387,2020-05-10 00:00:00,2,TYPE4,TASK9,SUCCESS
6372,TASK9619,NODE388,2020-05-07 00:00:00,8,TYPE2,TASK4,SUCCESS
6373,TASK944,NODE268,2020-05-07 00:00:00,5,TYPE4,TASK4,SUCCESS
6374,TASK9363,NODE398,2020-05-12 00:00:00,7,TYPE2,TASK1,SUCCESS
6375,TASK9124,NODE399,2020-05-13 00:00:00,6,TYPE2,TASK3,SUCCESS
6376,TASK8820,NODE395,2020-05-08 00:00:00,15,TYPE5,TASK2,SUCCESS
6377,TASK8602,NODE51,2020-05-17 00:00:00,3,TYPE3,TASK1,SUCCESS
6378,TASK8184,NODE377,2020-05-13 00:00:00,14,TYPE3,TASK5,SUCCESS
6379,TASK8125,NODE486,2020-05-08 00:00:00,13,TYPE5,TASK7,SUCCESS
6380,TASK8115,NODE223,2020-05-08 00:00:00,12,TYPE1,TASK8,SUCCESS
6381,TASK7348,NODE206,2020-05-17 00:00:00,18,TYPE1,TASK4,SUCCESS
6382,TASK7264,NODE199,2020-05-09 00:00:00,15,TYPE2,TASK5,SUCCESS
6383,TASK7223,NODE298,2020-05-09 00:00:00,17,TYPE1,TASK6,SUCCESS
6384,TASK7188,NODE482,2020-05-11 00:00:00,15,TYPE4,TASK6,SUCCESS
6385,TASK7141,NODE475,2020-05-09 00:00:00,17,TYPE1,TASK4,SUCCESS
6386,TASK7091,NODE424,2020-04-14 00:00:00,17,TYPE4,TASK5,SUCCESS
6387,TASK6955,NODE260,2020-04-22 00:00:00,10,TYPE4,TASK1,SUCCESS
6388,TASK6650,NODE481,2020-05-01 00:00:00,14,TYPE5,TASK8,SUCCESS
6389,TASK6130,NODE95,2020-04-25 00:00:00,13,TYPE2,TASK6,SUCCESS
6390,TASK6108,NODE164,2020-05-17 00:00:00,4,TYPE2,TASK1,SUCCESS
6391,TASK597,NODE209,2020-05-09 00:00:00,13,TYPE1,TASK6,SUCCESS
6392,TASK5507,NODE196,2020-05-15 00:00:00,2,TYPE4,TASK6,SUCCESS
6393,TASK5236,NODE27,2020-05-08 00:00:00,13,TYPE1,TASK4,SUCCESS
6394,TASK4953,NODE171,2020-05-09 00:00:00,18,TYPE3,TASK4,SUCCESS
6395,TASK4736,NODE358,2020-05-07 00:00:00,11,TYPE5,TASK4,SUCCESS
6396,TASK4198,NODE372,2020-05-12 00:00:00,16,TYPE5,TASK9,SUCCESS
6397,TASK4024,NODE88,2020-05-17 00:00:00,2,TYPE2,TASK6,SUCCESS
6398,TASK3233,NODE380,2020-05-09 00:00:00,3,TYPE5,TASK9,SUCCESS
6399,TASK2926,NODE371,2020-04-24 00:00:00,15,TYPE2,TASK5,SUCCESS
6400,TASK2844,NODE410,2020-05-07 00:00:00,1,TYPE3,TASK6,SUCCESS
6401,TASK2115,NODE110,2020-04-20 00:00:00,6,TYPE4,TASK6,SUCCESS
6402,TASK2079,NODE142,2020-05-13 00:00:00,1,TYPE5,TASK7,SUCCESS
6403,TASK2043,NODE70,2020-05-07 00:00:00,4,TYPE3,TASK9,SUCCESS
6404,TASK1932,NODE283,2020-05-12 00:00:00,3,TYPE2,TASK2,SUCCESS
6405,TASK9838,NODE90,2020-05-03 00:00:00,3,TYPE4,TASK8,SUCCESS
6406,TASK9383,NODE296,2020-05-07 00:00:00,13,TYPE4,TASK1,SUCCESS
6407,TASK9373,NODE496,2020-05-07 00:00:00,6,TYPE3,TASK7,SUCCESS
6408,TASK875,NODE284,2020-05-11 00:00:00,3,TYPE1,TASK3,SUCCESS
6409,TASK8655,NODE8,2020-05-06 00:00:00,16,TYPE1,TASK8,SUCCESS
6410,TASK7602,NODE31,2020-05-10 00:00:00,2,TYPE4,TASK3,SUCCESS
6411,TASK7566,NODE174,2020-05-15 00:00:00,3,TYPE3,TASK9,SUCCESS
6412,TASK7421,NODE418,2020-05-08 00:00:00,11,TYPE2,TASK6,SUCCESS
6413,TASK7384,NODE372,2020-05-09 00:00:00,18,TYPE1,TASK6,SUCCESS
6414,TASK7347,NODE87,2020-05-06 00:00:00,20,TYPE2,TASK4,SUCCESS
6415,TASK7173,NODE283,2020-05-01 00:00:00,15,TYPE4,TASK3,SUCCESS
6416,TASK6886,NODE252,2020-05-04 00:00:00,8,TYPE2,TASK8,SUCCESS
6417,TASK6482,NODE418,2020-05-07 00:00:00,18,TYPE2,TASK5,SUCCESS
6418,TASK6089,NODE96,2020-05-11 00:00:00,7,TYPE2,TASK3,SUCCESS
6419,TASK6036,NODE493,2020-05-10 00:00:00,1,TYPE2,TASK8,SUCCESS
6420,TASK5837,NODE328,2020-05-09 00:00:00,20,TYPE2,TASK7,SUCCESS
6421,TASK5653,NODE210,2020-05-05 00:00:00,3,TYPE5,TASK6,SUCCESS
6422,TASK5615,NODE430,2020-05-11 00:00:00,20,TYPE4,TASK2,SUCCESS
6423,TASK5383,NODE407,2020-05-10 00:00:00,8,TYPE1,TASK2,SUCCESS
6424,TASK4620,NODE409,2020-05-14 00:00:00,19,TYPE5,TASK6,SUCCESS
6425,TASK4481,NODE24,2020-05-11 00:00:00,0,TYPE2,TASK1,SUCCESS
6426,TASK4444,NODE118,2020-05-07 00:00:00,11,TYPE1,TASK2,SUCCESS
6427,TASK4093,NODE472,2020-05-16 00:00:00,12,TYPE1,TASK5,SUCCESS
6428,TASK4055,NODE107,2020-05-10 00:00:00,20,TYPE3,TASK3,SUCCESS
6429,TASK4034,NODE417,2020-05-12 00:00:00,2,TYPE5,TASK2,SUCCESS
6430,TASK3327,NODE266,2020-05-15 00:00:00,5,TYPE3,TASK9,SUCCESS
6431,TASK3290,NODE181,2020-04-11 00:00:00,16,TYPE5,TASK3,SUCCESS
6432,TASK3053,NODE281,2020-05-13 00:00:00,14,TYPE2,TASK8,SUCCESS
6433,TASK2950,NODE179,2020-05-16 00:00:00,1,TYPE3,TASK6,SUCCESS
6434,TASK2838,NODE436,2020-05-06 00:00:00,7,TYPE1,TASK6,SUCCESS
6435,TASK2067,NODE420,2020-05-15 00:00:00,3,TYPE3,TASK5,SUCCESS
6436,TASK1683,NODE206,2020-04-25 00:00:00,1,TYPE2,TASK2,SUCCESS
6437,TASK1388,NODE213,2020-05-01 00:00:00,11,TYPE5,TASK6,SUCCESS
6438,TASK1227,NODE493,2020-05-16 00:00:00,3,TYPE5,TASK9,SUCCESS
6439,TASK1010,NODE68,2020-05-14 00:00:00,17,TYPE5,TASK8,SUCCESS
6440,TASK950,NODE271,2020-05-06 00:00:00,12,TYPE5,TASK9,SUCCESS
6441,TASK9358,NODE467,2020-05-09 00:00:00,10,TYPE4,TASK8,SUCCESS
6442,TASK9080,NODE380,2020-05-09 00:00:00,0,TYPE1,TASK2,SUCCESS
6443,TASK884,NODE437,2020-05-03 00:00:00,8,TYPE2,TASK1,SUCCESS
6444,TASK7952,NODE30,2020-05-02 00:00:00,13,TYPE5,TASK4,SUCCESS
6445,TASK7369,NODE177,2020-04-11 00:00:00,20,TYPE5,TASK2,SUCCESS
6446,TASK6544,NODE102,2020-04-24 00:00:00,10,TYPE5,TASK4,SUCCESS
6447,TASK6298,NODE462,2020-04-23 00:00:00,15,TYPE2,TASK1,SUCCESS
6448,TASK6180,NODE371,2020-05-09 00:00:00,18,TYPE4,TASK6,SUCCESS
6449,TASK5587,NODE463,2020-05-06 00:00:00,12,TYPE3,TASK2,SUCCESS
6450,TASK5542,NODE277,2020-05-01 00:00:00,16,TYPE1,TASK1,SUCCESS
6451,TASK5250,NODE303,2020-05-03 00:00:00,7,TYPE3,TASK2,SUCCESS
6452,TASK5021,NODE416,2020-04-24 00:00:00,10,TYPE3,TASK9,SUCCESS
6453,TASK4358,NODE233,2020-05-05 00:00:00,9,TYPE2,TASK1,SUCCESS
6454,TASK2539,NODE278,2020-05-09 00:00:00,8,TYPE1,TASK4,SUCCESS
6455,TASK2017,NODE370,2020-05-12 00:00:00,12,TYPE1,TASK9,SUCCESS
6456,TASK1767,NODE307,2020-05-11 00:00:00,8,TYPE4,TASK6,SUCCESS
6457,TASK1402,NODE424,2020-05-12 00:00:00,7,TYPE4,TASK4,SUCCESS
6458,TASK1393,NODE398,2020-05-15 00:00:00,16,TYPE4,TASK3,SUCCESS
6459,TASK1274,NODE112,2020-05-01 00:00:00,1,TYPE5,TASK5,SUCCESS
6460,TASK9936,NODE24,2020-05-11 00:00:00,8,TYPE1,TASK9,SUCCESS
6461,TASK895,NODE165,2020-05-02 00:00:00,17,TYPE4,TASK4,SUCCESS
6462,TASK8755,NODE73,2020-05-11 00:00:00,0,TYPE1,TASK8,SUCCESS
6463,TASK8082,NODE296,2020-05-09 00:00:00,18,TYPE4,TASK6,SUCCESS
6464,TASK7674,NODE114,2020-05-07 00:00:00,8,TYPE5,TASK5,SUCCESS
